品名,户型,价格,用户点评,品名链接,详情链接,户型链接,点评链接,看房团链接,物业类别,项目特色,建筑类别,装修状况,产权年限,环线位置,销售状态,楼盘优惠,开盘时间,交房时间,售楼地址,咨询电话,占地面积,建筑面积,容积率,绿化率,停车位,楼栋总数,总户数,物业公司,物业费
景瑞城中公园,3室2厅1厨1卫 93.00㎡(建面)|3室2厅1厨2卫 118.00㎡(建面)|,均价约42000元/平方米,3.76,http://chengzhonggongyuanjr.fang.com/,http://chengzhonggongyuanjr.fang.com/house/1210125024/housedetail.htm,http://chengzhonggongyuanjr.fang.com/photo/list_900_1210125024.htm,http://chengzhonggongyuanjr.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板楼小高层高层,非毛坯,70年,外环以外,在售,暂无,2016年12月19日已开盘[开盘时间详情],2018年7月,青浦区盈港路453号（临时售楼处）,400-890-0000转834928,30000平方米,200000平方米,2.52,35%,待定,12栋,816户,上海景瑞物业管理有限公司,3.40元/㎡·月
尼德兰官邸,4室2厅1厨4卫 285.00㎡(建面)|5室3厅1厨3卫 311.00㎡(建面)|3室2厅1厨3卫 207.00㎡(建面)|4室2厅1厨3卫 228.00㎡(建面)|,待定,3.92,http://nidelanguandi.fang.com/,http://nidelanguandi.fang.com/house/1211097036/housedetail.htm,http://nidelanguandi.fang.com/photo/list_900_1211097036.htm,http://nidelanguandi.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,联排",暂无,板楼低层多层,毛坯[181套装修案例],70年联排:70年,中外环间,待售,暂无,2016年3月29日1-11#、37-77#已加推[开盘时间详情],2015年11月30日1-77#交房,上海市浦东新区高荷路488号,400-890-0000转640349,65835平方米,65000平方米,1,35%,尼德兰官邸共有415个车位，车位比1：1.58,69栋,263户,上海同进物业服务有限公司,5.30元/㎡·月
东外滩1号,2室2厅1厨1卫 94.00㎡(建面)|2室2厅1厨1卫 107.00㎡(建面)|3室2厅1厨2卫 134.00㎡(建面)|3室2厅1厨2卫 145.00㎡(建面)|3室2厅1厨2卫 146.00㎡(建面)|4室2厅1厨2卫 161.00㎡(建面)|1室2厅1厨1卫 58.00㎡(建面)|1室2厅1厨1卫 72.00㎡(建面)|2室2厅1厨1卫 92.00㎡(建面)|3室2厅1厨2卫 125.00㎡(建面)|,待定,3.63,http://guojibingjiangcheng.fang.com/,http://guojibingjiangcheng.fang.com/house/1210718342/housedetail.htm,http://guojibingjiangcheng.fang.com/photo/list_900_1210718342.htm,http://guojibingjiangcheng.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,联排",现房江景地产,板楼低层高层超高层,毛坯,70年联排:70年,中内环间,待售,暂无,2011年12月29日已开盘[开盘时间详情],于2012年11月底交房,杨浦区内江路8号（近波阳路）,400-890-0000转657280,38000平方米,110000平方米,2.5,35%,车位总数：500个，车位配比1:0.6。,5栋,880户,上海展大物业管理公司,2.65元/㎡·月
东方城市豪庭,1室1厅1厨1卫 75.00㎡(建面)|2室2厅1厨1卫 114.00㎡(建面)|2室2厅1厨1卫 118.00㎡(建面)|2室2厅1厨1卫 123.00㎡(建面)|3室2厅1厨2卫 130.00㎡(建面)|3室2厅1厨2卫 140.15㎡(建面)|,待定,3.22,http://dongfangchengshihaoting.fang.com/,http://dongfangchengshihaoting.fang.com/house/1210124906/housedetail.htm,http://dongfangchengshihaoting.fang.com/photo/list_900_1210124906.htm,http://dongfangchengshihaoting.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,创意地产公园地产,板塔结合小高层高层,毛坯[100套装修案例],70年,外环以外,待售,暂无,22#、23#、24#已于2016年7月16日开盘[开盘时间详情],9#、26#等2017年12月27日已交房,浦东新区惠南镇靖海路195号,400-890-0000转805605,139047平方米,44115平方米,2.38,35.10%,地上车位87个，地下车位637个。,18栋,1006户,暂无资料,2.50元/㎡·月
宝华帝华园,3室2厅1厨2卫 124.81㎡(建面)|1室2厅1厨1卫 59.96㎡(建面)|2室2厅1厨1卫 69.71㎡(建面)|2室2厅1厨2卫 88.87㎡(建面)|3室2厅1厨2卫 107.80㎡(建面)|,均价约30000元/平方米,3.76,http://dihuayuanbh.fang.com/,http://dihuayuanbh.fang.com/house/1210125836/housedetail.htm,http://dihuayuanbh.fang.com/photo/list_900_1210125836.htm,http://dihuayuanbh.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产复合地产,板楼高层,非毛坯,70年,外环以外,在售,暂无,2018年1月16日已开盘[开盘时间详情],预计2019年3月31日交付,奉贤区青村镇南奉公路3111弄,400-890-0000转840630,62326平方米,100000平方米,1.7,35%,共1360个停车位,15栋,1152户,上海安荣物业管理服务有限公司,3.80元/㎡·月
张江三湘海尚,2室2厅1厨1卫 86.93㎡(建面)|2室2厅1厨1卫 87.68㎡(建面)|2室2厅1厨1卫 88.56㎡(建面)|3室2厅1厨1卫 109.33㎡(建面)|3室2厅1厨1卫 109.80㎡(建面)|3室2厅1厨1卫 111.58㎡(建面)|3室2厅1厨2卫 126.00㎡(建面)|3室2厅1厨2卫 135.90㎡(建面)|,均价约67000元/平方米,1.99,http://sanxianghaishangzj.fang.com/,http://sanxianghaishangzj.fang.com/house/1211279590/housedetail.htm,http://sanxianghaishangzj.fang.com/photo/list_900_1211279590.htm,http://sanxianghaishangzj.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板楼高层,非毛坯,70年,中外环间,在售,暂无,2018年4月27日已开盘[开盘时间详情],待定,浦东新区度假区高架路申江路殷军路交汇处,400-890-0000转830688,18517平方米,60238平方米,2,35%,张江三湘海尚共有380个停车位，车位比为1:1.07,6栋,354户,上海三湘物业服务有限公司,5.80元/㎡·月
绿地海珀佘山,5室2厅2厨4卫 270.00㎡(建面)|5室3厅1厨3卫 360.00㎡(建面)|5室3厅1厨3卫 320.00㎡(建面)|2室2厅1厨1卫 66.00㎡(建面)|3室2厅1厨1卫 88.00㎡(建面)|3室2厅1厨3卫 130.00㎡(建面)|4室2厅1厨3卫 145.00㎡(建面)|,约1700万元/套起,3.75,http://haiposheshanld.fang.com/,http://haiposheshanld.fang.com/house/1211236016/housedetail.htm,http://haiposheshanld.fang.com/photo/list_900_1211236016.htm,http://haiposheshanld.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"花园洋房,联排,叠拼",特色别墅花园洋房,板楼低层多层,毛坯,花园洋房:70年联排:70年叠拼:70年,外环以外,在售,暂无,2016年6月4日加推1-3#等[开盘时间详情],"1-7,12-247#已于2017年6月交房",松江区佘山镇九江公路159弄（九江公路千新公路交叉口）,400-890-0000转825897,134000平方米,136000平方米,1.01,40%,共789个车位,243栋,1133户,长城物业,3.00元/㎡·月
臻水岸苑,7室2厅2厨5卫 287.00㎡(建面)|7室2厅1厨6卫 320.00㎡(建面)|7室2厅1厨5卫 287.00㎡(建面)|7室2厅2厨5卫 294.00㎡(建面)|7室3厅1厨5卫 294.00㎡(建面)|,约1500万元/套起,3.89,http://zhenshuianyuan.fang.com/,http://zhenshuianyuan.fang.com/house/1210124892/housedetail.htm,http://zhenshuianyuan.fang.com/photo/list_900_1210124892.htm,http://zhenshuianyuan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,暂无,联排,毛坯[16套装修案例],联排:70年,外环以外,在售,暂无,2018年2月1日加推83#等[开盘时间详情],2018年2月已交付,青浦区业辉路199弄,400-890-0000转823724,74000平方米,132500平方米,1.02,35%,每套2个私家车位,266栋,266户,家利物业管理（上海）有限公司,4.80元/㎡·月
泰禾红桥,3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨1卫 91.00㎡(建面)|3室2厅1厨1卫 89.00㎡(建面)|2室2厅1厨1卫 78.00㎡(建面)|,约38000元/平方米起,3.88,http://taihehongqiao.fang.com/,http://taihehongqiao.fang.com/house/1211155618/housedetail.htm,http://taihehongqiao.fang.com/photo/list_900_1211155618.htm,http://taihehongqiao.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房",品牌地产,板楼小高层高层,暂无,项目70年70年花园洋房:70年,外环以外,在售,暂无,2017年5月7日21#22#加推[开盘时间详情],2017年6月30日已交房,青浦区沪青平公路青湖东路交界处,400-890-0000转807258,63679平方米,121649平方米,2,35%,泰禾红桥有停车位1581个，车位比为1.1:1。,35栋,1363户,福州泰禾物业管理有限公司上海分公司,3.20元/㎡·月
枫溪别院,4室2厅1厨4卫 155.10㎡(建面)|5室2厅1厨5卫 176.20㎡(建面)|6室2厅1厨4卫 211.40㎡(建面)|,待定,4.18,http://fengxibieyuan.fang.com/,http://fengxibieyuan.fang.com/house/1210126118/housedetail.htm,http://fengxibieyuan.fang.com/photo/list_900_1210126118.htm,http://fengxibieyuan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,现房低密居所特色别墅,联排商业,毛坯,联排:70年商业:40年,外环以外,待售,暂无,待定[开盘时间详情],2015年11月24日已交房,金山区枫泾镇泾波路137号,400-890-0000转845233,53000平方米,74200平方米,1.29,38.90%,284（地上：115个地下：169个）,暂无资料,460户,上海伟佳物业管理有限公司,1.95元/㎡·月
嘉天汇,3室2厅1厨2卫 169.47㎡(建面)|3室2厅1厨3卫 190.31㎡(建面)|3室2厅1厨2卫 192.49㎡(建面)|3室2厅1厨3卫 197.97㎡(建面)|3室2厅1厨3卫 204.55㎡(建面)|3室2厅1厨3卫 230.00㎡(建面)|4室2厅1厨4卫 330.00㎡(建面)|,待定,4.23,http://jiatianhui.fang.com/,http://jiatianhui.fang.com/house/1210868786/housedetail.htm,http://jiatianhui.fang.com/photo/list_900_1210868786.htm,http://jiatianhui.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,国际化社区豪华居住区,板楼小高层高层超高层,"毛坯,非毛坯",70年,内环以内,待售,暂无,2015年10月24日已加推7#[开盘时间详情],2015年9月已交付16#,静安区新闸路1999号,400-890-0000转806198,38000平方米,140000平方米,3.68,30%,嘉天汇有停车位468个，车位比为1:1.18。,8栋,395户,第一太平戴维斯物业管理有限公司,14.80元/㎡·月
中科金地华韵,2室2厅1厨1卫 93.90㎡(建面)|2室2厅1厨1卫 99.45㎡(建面)|2室2厅1厨1卫 99.79㎡(建面)|2室2厅1厨1卫 103.76㎡(建面)|2室2厅1厨1卫 109.40㎡(建面)|3室2厅1厨1卫 103.60㎡(建面)|3室2厅1厨1卫 107.34㎡(建面)|3室2厅1厨2卫 125.06㎡(建面)|3室2厅1厨2卫 137.23㎡(建面)|3室2厅1厨2卫 146.68㎡(建面)|3室2厅1厨2卫 149.79㎡(建面)|,待定,2.52,http://jindihuayunzk.fang.com/,http://jindihuayunzk.fang.com/house/1210126600/housedetail.htm,http://jindihuayunzk.fang.com/photo/list_900_1210126600.htm,http://jindihuayunzk.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,低密居所景观居所,板楼小高层,毛坯,70年,外环以外,待售,暂无,预计2018年7月底开盘[开盘时间详情],待定,浦东新区惠南镇靖海路539号,400-890-0000转862819,28300平方米,64300平方米,1.73,35%,暂无资料,暂无资料,504户,隆庆物业,暂无资料
合生广富汇,3室2厅1厨4卫 262.00㎡(建面)|3室2厅1厨4卫 264.00㎡(建面)|3室2厅1厨4卫 267.00㎡(建面)|3室2厅1厨4卫 269.00㎡(建面)|3室2厅1厨4卫 269.00㎡(建面)|3室2厅1厨1卫 88.00㎡(建面)|,均价约55800元/平方米,3.71,http://guangfuhuihs.fang.com/,http://guangfuhuihs.fang.com/house/1211106132/housedetail.htm,http://guangfuhuihs.fang.com/photo/list_900_1211106132.htm,http://guangfuhuihs.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,品牌地产低密居所特色别墅花园洋房,花园洋房联排叠拼,毛坯[8套装修案例],联排:70年花园洋房:70年叠拼:70年,外环以外,在售,暂无,2018年1月16日已加推[开盘时间详情],预计2018年12月底交付,松江区银泽路3188弄,400-890-0000转630701,94476平方米,135532平方米,0.8,35%,合生广富汇共408个机动车位，包括地上6个停车位，地下402个停车位。,81栋,386户,广州康景物业服务有限公司上海分公司,3.00元/㎡·月
万业紫辰苑,2室2厅1厨1卫 86.00㎡(建面)|4室2厅1厨2卫 142.00㎡(建面)|4室2厅1厨2卫 142.00㎡(建面)|3室2厅1厨1卫 99.00㎡(建面)|3室2厅1厨2卫 105.00㎡(建面)|2室1厅1厨1卫 68.00㎡(建面)|2室2厅1厨1卫 80.00㎡(建面)|3室2厅1厨1卫 71.00㎡(建面)|3室2厅1厨1卫 95.00㎡(建面)|3室2厅1厨2卫 95.00㎡(建面)|3室2厅1厨2卫 95.00㎡(建面)|3室2厅1厨1卫 99.00㎡(建面)|,约39450元/平方米起,3.69,http://zichenyuanwy.fang.com/,http://zichenyuanwy.fang.com/house/1210792342/housedetail.htm,http://zichenyuanwy.fang.com/photo/list_900_1210792342.htm,http://zichenyuanwy.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,公园地产,塔楼多层高层超高层,毛坯,70年,外环以外,在售,暂无,已于2017年9月2日加推68-72#[开盘时间详情],2016年12月19日三期交付66#等,上海市宝山区江杨北路1568弄,400-890-0000转654195,200000平方米,420000平方米,2.2,40%,共630个，车位配比1:0.42,54栋,1500户,上海万业企业爱佳物业服务有限公司,2.50元/㎡·月
晶耀名邸,2室2厅1厨1卫 84.00㎡(建面)|2室2厅1厨1卫 91.00㎡(建面)|3室2厅1厨2卫 116.00㎡(建面)|3室2厅1厨2卫 135.00㎡(建面)|3室2厅1厨2卫 137.00㎡(建面)|3室2厅1厨2卫 139.00㎡(建面)|4室2厅1厨2卫 154.00㎡(建面)|,均价约86000元/平方米,3.79,http://jingyaomingdi.fang.com/,http://jingyaomingdi.fang.com/house/1210125242/housedetail.htm,http://jingyaomingdi.fang.com/photo/list_900_1210125242.htm,http://jingyaomingdi.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,塔楼高层,非毛坯,70年,内环以内,待售,暂无,1-8#2017年1月19日已开盘[开盘时间详情],预计2018年年底前交付,上海市浦东新区海阳西路和耀龙路叉口,400-890-0000转836942,33501平方米,90453平方米,2.7,35%,晶耀名邸暂无停车位信息。,8栋,410户,上海市陆家嘴物业管理有限公司,9.90元/㎡·月
湖山在望花园,5室2厅1厨5卫 332.00㎡(建面)|5室2厅1厨5卫 350.00㎡(建面)|5室2厅1厨5卫 360.00㎡(建面)|5室2厅1厨5卫 365.00㎡(建面)|5室2厅1厨5卫 390.00㎡(建面)|5室2厅1厨5卫 461.29㎡(建面)|5室2厅1厨5卫 548.91㎡(建面)|5室2厅1厨5卫 312.75㎡(建面)|,均价约97000元/平方米,3.99,http://hushanzaiwanghuayuan.fang.com/,http://hushanzaiwanghuayuan.fang.com/house/1210071068/housedetail.htm,http://hushanzaiwanghuayuan.fang.com/photo/list_900_1210071068.htm,http://hushanzaiwanghuayuan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,低密居所特色别墅,独栋双拼,毛坯,独栋:70年双拼:70年,外环以外,在售,暂无,已于2013年12月15开盘[开盘时间详情],2015-11-10交付,闵行区都市路2566号,400-890-0000转655800,240000平方米,105400平方米,0.43,45%,停车位共500个，车位配比1:1.7。,292栋,292户,上海东湖物业管理公司,3.80元/㎡·月
佳兆业城市广场郦璟湾,4室2厅1厨2卫 137.00㎡(建面)|4室2厅1厨2卫 147.00㎡(建面)|4室3厅1厨4卫 240.00㎡(建面)|3室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨2卫 125.00㎡(建面)|4室2厅1厨3卫 157.00㎡(建面)|4室3厅1厨2卫 169.00㎡(建面)|,约33000元/平方米起,2.82,http://lijingwanjzycsgc.fang.com/,http://lijingwanjzycsgc.fang.com/house/1210124556/housedetail.htm,http://lijingwanjzycsgc.fang.com/photo/list_900_1210124556.htm,http://lijingwanjzycsgc.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,复合地产,板塔结合小高层高层,毛坯[1套装修案例],70年,外环以外,在售,暂无,2016年1月24日1#、8#、15#、20-23#已加推[开盘时间详情],2016年10月中旬1#、8#、15#、20-23#已交付,上海市嘉定区顺宁路501弄（澄浏公路胜竹路交界处）,400-890-0000转832361,117257平方米,290631平方米,1.8,35%,共851个，车位配比1:1.21,23栋,856户,佳兆业品牌物业,2.60元/㎡·月
沁和园,3室2厅1厨3卫 172.00㎡(建面)|3室2厅1厨2卫 151.00㎡(建面)|4室2厅1厨4卫 231.00㎡(建面)|4室2厅1厨4卫 245.00㎡(建面)|,待定,3.93,http://qinheyuan2.fang.com/,http://qinheyuan2.fang.com/house/1211282382/housedetail.htm,http://qinheyuan2.fang.com/photo/list_900_1211282382.htm,http://qinheyuan2.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,地铁沿线,板楼多层高层,非毛坯,70年,中内环间,待售,暂无,"14#,16#,3#,5#,7#已于2016年9月8日开盘[开盘时间详情]",3#等预计2019年1月交付,普陀区丹巴路382号,400-890-0000转831488,39539平方米,130755平方米,2.14,37.50%,共558个停车位，车位配比为1:1.4。,12栋,398户,狮城怡安（上海）物业管理服务有限公司,5.60元/㎡·月
盛世御珑湾,3室2厅1厨2卫 133.58㎡(建面)|2室2厅1厨1卫 83.96㎡(建面)|2室2厅1厨1卫 84.47㎡(建面)|2室2厅1厨1卫 87.58㎡(建面)|3室2厅1厨2卫 115.00㎡(建面)|3室2厅1厨1卫 122.02㎡(建面)|3室2厅1厨2卫 124.00㎡(建面)|,均价约80000元/平方米,3.49,http://shengshiyulongwan.fang.com/,http://shengshiyulongwan.fang.com/house/1211083818/housedetail.htm,http://shengshiyulongwan.fang.com/photo/list_900_1211083818.htm,http://shengshiyulongwan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,现房,板楼高层,非毛坯,70年,中外环间,在售,暂无,2015-11-14已加推6#、16-17#，20-23#，25#[开盘时间详情],16-17#，20-23#，25#于2016年7月底已交房,杨浦区闸殷路969号（近殷高东路）,400-890-0000转635968,76148平方米,204478平方米,2,35.09%,盛世御珑湾共计车位1086个，住宅部分822个，商业部分264个，车位比1:1.1。,29栋,978户,上海安邸物业管理有限公司,5.10元/㎡·月
万科金域澜湾,2室2厅1厨1卫 75.00㎡(建面)|2室2厅1厨1卫 75.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨2卫 105.00㎡(建面)|3室2厅1厨2卫 105.00㎡(建面)|3室2厅1厨2卫 125.00㎡(建面)|3室2厅1厨2卫 131.00㎡(建面)|3室2厅1厨3卫 122.00㎡(建面)|3室2厅1厨3卫 165.00㎡(建面)|4室2厅1厨3卫 140.00㎡(建面)|,待定,2.98,http://jinyulanwanwk021.fang.com/,http://jinyulanwanwk021.fang.com/house/1211282306/housedetail.htm,http://jinyulanwanwk021.fang.com/photo/list_900_1211282306.htm,http://jinyulanwanwk021.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房,联排,叠拼",品牌地产小户型低密居所花园洋房,板楼低层多层小高层,毛坯,花园洋房:70年叠拼:70年70年联排:70年,外环以外,待售,暂无,2018年4月22日新房源已开盘[开盘时间详情],二期预计2018年11月底交房,浦东新区雪绒花路301弄（近临港大道）,400-890-0000转802196,104361平方米,158924平方米,1.2,35%,万科金域澜湾地上停车位363个，地下停车位852个，总车位1215个，车位比1:0.9,57栋,1355户,万科物业,3.50元/㎡·月
